Longitude,Latitude,Name,Contact
-73.86372,40.87667,"DD-Bronx,NY","763 E Gun Hill Rd, Bronx,NY 10467, (718) 652-7845"
-73.85652,40.87054,"DD/BR-Bronx,NY","3080 Boston Road, Bronx,NY 10469, (718) 231-7766"
-73.91032,40.83103,"DD/BR-Bronx,NY","1167 Webster Avenue, Bronx,NY 10456, (718) 588-7234"
-73.84634,40.83706,"DD-Bronx,NY","2400 Westchester Avenue, Bronx,NY 10461, (718) 239-6958"
-73.84589,40.84274,"DD/BR-Bronx,NY","2702 East Tremont Avenue, Bronx,NY 10461, (718) 824-3131"
-73.85225,40.83401,"DD/BR-Bronx,NY","2172 Westchester Ave, Bronx,NY 10462, (718) 918-1235"
-73.90507,40.87923,"DD-Bronx,NY","209 W 231st St, Bronx,NY 10463, (718) 432-2742"
-73.90700,40.87667,"DD/BR-Bronx,NY","5501 Broadway, Bronx,NY 10460, (718) 432-2606"
-73.89830,40.89011,"DD-Bronx,NY","5987 Broadway 89, Bronx,NY 10471, (718) 884-1763"
-73.91808,40.77007,"DD/BR-Astoria,NY","2502 31st Street, Astoria,NY 11102, (718) 726-6982"
-73.90389,40.77115,"DD/BR-Astoria,NY","4322 Ditmars Blvd, Astoria,NY 11105, (718) 204-2110"
-73.90782,40.76919,"DD-Astoria,NY","4307 Astoria Blvd, Astoria,NY 11105, (718) 267-8020"
-73.86494,40.76775,"DD-East Elmhurst,NY","10702 Grand Central Pkwy East, East Elmhurst,NY 11369, (718) 478-1923"
-73.87623,40.77377,"DD-Flushing,NY","Grand Central Pkwy Delta Terminal, Flushing,NY 11371, (718) 565-3209"
-73.88637,40.76728,"DD-Flushing,NY","Grand Central Pkwy LaGuardia Airport, Flushing,NY 11371"
-73.87258,40.77563,"DD/BR-Flushing,NY","Grand Central Pkwy LaGuardia Airport, Flushing,NY 11371, (718) 335-6473"
-73.87236,40.77309,"DD-Flushing,NY","Grand Central Pkwy LaGuardia Intl Airport, Flushing,NY 11371, (718) 656-6210"
-73.86593,40.77189,"DD-Flushing,NY","Grand Central Pkwy US Airways Terminal Kiosk, Flushing,NY 11371, (718) 656-6210"
-73.86190,40.76919,"DD-Flushing,NY","LGA Airport Delta/Grove Grand Central Pkwy, Flushing,NY 11371, (718) 565-3209"
-73.90717,40.77383,"DD-Astoria,NY","3723 Ditmars Blvd, Astoria,NY 11105, (718) 204-0115"
-73.91026,40.77583,"DD-Astoria,NY","3114 Ditmars Boulevard, Astoria,NY 11105, (718) 274-3011"
-73.86007,40.86554,"DD-Bronx,NY","950 Allerton Avenue, Bronx,NY 10469, (718) 653-8341"
-73.86732,40.86545,"DD-Bronx,NY","701 Allerton Avenue, Bronx,NY 10467, (718) 882-6170"
-73.89101,40.85400,"DD-Bronx,NY","4521 3rd Avenue, Bronx,NY 10457, (718) 220-3337"
-73.87702,40.89561,"DD-Bronx,NY","1 E 233rd St BP-AMG, Bronx,NY 10470"
-73.86365,40.89550,"DD-Bronx,NY","4201 Webster Ave Mobil, Bronx,NY 10470, (718) 881-0380"
-73.88635,40.87828,"DD-Bronx,NY","3276 Jerome Avenue, Bronx,NY 10468, (718) 220-3482"
-73.90296,40.85989,"DD-Bronx,NY","2350 Jerome Avenue, Bronx,NY 10458, (718) 220-5651"
-73.89734,40.86732,"DD/BR-Bronx,NY","2 E Kingsbridge Ave, Bronx,NY 10468, (718) 733-4347"
-73.89737,40.86746,"DD/BR-Bronx,NY","2 East Kingsbridge Road, Bronx,NY 10468, (718) 733-4347"
-73.89860,40.85908,"DD/BR-Bronx,NY","2370 Grand Concourse, Bronx,NY 10458, (718) 220-4828"
-73.89426,40.86248,"DD-Bronx,NY","327 E Fordham Rd, Bronx,NY 10458, (718) 367-7022"
-73.84893,40.89063,"DD-Bronx,NY","980 E 233rd St, Bronx,NY 10466, (718) 231-1132"
-73.85690,40.89314,"DD-Bronx,NY","712 E 233rd St, Bronx,NY 10466, (718) 798-0380"
-73.85500,40.89790,"DD-Bronx,NY","4399A White Plains Road, Bronx,NY 10466, (718) 944-2309"
-73.87904,40.87006,"DD-Bronx,NY","3059 Webster Ave, Bronx,NY 10467, (718) 944-1590"
-73.86506,40.86373,"DD-Bronx,NY","2515 Boston Rd, Bronx,NY 10467, (718) 231-2835"
-74.01303,40.64227,"DD/BR-Brooklyn,NY","5425 5th Ave, Brooklyn,NY 11220, (718) 492-3047"
-74.00565,40.65585,"DD/BR-Brooklyn,NY","126 35th St, Brooklyn,NY 11232, (718) 499-9055"
-73.99746,40.66070,"DD/BR-Brooklyn,NY","737 4th Ave, Brooklyn,NY 11232, (781) 832-0732"
-73.99736,40.66459,"DD-Brooklyn,NY","668 3rd Ave, Brooklyn,NY 11232, (718) 369-0537"
-74.02100,40.64516,"DD/BR-Brooklyn,NY","5702 2nd Avenue, Brooklyn,NY 11220, (718) 439-5119"
-74.01412,40.63454,"DD/BR-Brooklyn,NY","6402 7th Avenue, Brooklyn,NY 11220, (718) 748-4610"
-74.02270,40.62892,"DD/BR-Brooklyn,NY","7519 5th Ave, Brooklyn,NY 11209, (718) 439-7305"
-74.02283,40.63591,"DD-Brooklyn,NY","6743 4th Ave, Brooklyn,NY 11220"
-74.02030,40.63476,"DD-Brooklyn,NY","6755 5th Ave, Brooklyn,NY 11220, (718) 745-1739"
-74.02637,40.63448,"DD-Brooklyn,NY","7111 3rd Ave, Brooklyn,NY 11209, (718) 748-3294"
-73.99328,40.67018,"DD/BR-Brooklyn,NY","137 12th St, Brooklyn,NY 11215, (718) 840-0445"
-73.99667,40.68037,"DD/BR-Brooklyn,NY","383 Court St, Brooklyn,NY 11231, (718) 797-3542"
-73.98638,40.66907,"DD-Brooklyn,NY","448 5th Avenue, Brooklyn,NY 11215, (718) 832-9460"
-74.02543,40.62267,"DD-Brooklyn,NY","8425 5th Avenue 84th St, Brooklyn,NY 11209, (718) 836-8847"
-73.99360,40.66835,"DD-Brooklyn,NY","552 3rd Avenue, Brooklyn,NY 11215, (718) 788-7888"
-73.96399,40.64907,"DD-Brooklyn,NY","1700 Church Avenue, Brooklyn,NY 11226, (718) 282-0112"
-73.96098,40.66328,"DD-Brooklyn,NY","40 Empire Boulevard, Brooklyn,NY 11225, (718) 284-9305"
-74.00222,40.60741,"DD-Brooklyn,NY","8513 18th Ave, Brooklyn,NY 11214, (718) 234-7488"
-73.99863,40.60484,"DD-Brooklyn,NY","1980 86th Street, Brooklyn,NY 11214, (718) 449-2840"
-74.00819,40.61967,"DD/BR-Brooklyn,NY","7602 13th Ave, Brooklyn,NY 11228"
-73.99369,40.61544,"DD/BR-Brooklyn,NY","7121 18th Ave, Brooklyn,NY 11204, (718) 232-1522"
-73.99934,40.62467,"DD/BR-Brooklyn,NY","6502 14th Avenue, Brooklyn,NY 11219, (718) 232-8133"
-73.98344,40.68901,"DD/BR-Brooklyn,NY","24 Bond Street, Brooklyn,NY 11201, (718) 858-3832"
-73.99069,40.68670,"DD/BR-Brooklyn,NY","148 Smith St, Brooklyn,NY 11201, (718) 403-0386"
-73.98024,40.68817,"DD-Brooklyn,NY","17 Flatbush Ave, Brooklyn,NY 11217, (718) 338-0530"
-73.97831,40.68438,"DD/BR-Brooklyn,NY","578 Atlantic Avenue, Brooklyn,NY 11217, (718) 596-6029"
-74.02882,40.62195,"DD-Brooklyn,NY","8704 Fourth Ave, Brooklyn,NY 11209, (718) 238-3300"
-74.03040,40.61741,"DD/BR-Brooklyn,NY","9243 4th Ave, Brooklyn,NY 11209, (718) 745-4060"
-74.03215,40.62098,"DD-Brooklyn,NY","8924 Third Ave, Brooklyn,NY 11209, (718) 680-0019"
-74.00082,40.67632,"DD-Brooklyn,NY","289 Hamilton Ave, Brooklyn,NY 11231, (718) 237-0374"
-73.95548,40.66957,"DD-Brooklyn,NY","1550 Bedford Avenue, Brooklyn,NY 11225, (718) 493-1175"
-73.94885,40.68054,"DD-Brooklyn,NY","1309 Fulton St, Brooklyn,NY 11216, (718) 636-7823"
-73.99348,40.60247,"DD-Brooklyn,NY","8514 Bay Pkwy, Brooklyn,NY 11214, (718) 449-5396"
-73.99738,40.59828,"DD-Brooklyn,NY","8775 Bay Pkwy, Brooklyn,NY 11214, (718) 449-5396"
-73.94241,40.70147,"DD/BR-Brooklyn,NY","13 Graham Ave, Brooklyn,NY 11206, (718) 384-2300"
-73.92470,40.69101,"DD/BR-Brooklyn,NY","1285 Broadway, Brooklyn,NY 11221, (718) 453-9880"
-73.93361,40.67750,"DD-Brooklyn,NY","1720 Atlantic Avenue, Brooklyn,NY 11213, (718) 756-1011"
-73.98445,40.59626,"DD/BR-Brooklyn,NY","2630 86th Street, Brooklyn,NY 11223, (718) 372-0650"
-73.95036,40.66951,"DD-Brooklyn,NY","542 Eastern Pkwy, Brooklyn,NY 11225, (718) 221-0036"
-73.98436,40.57904,"DD-Brooklyn,NY","1617 Neptune Avenue, Brooklyn,NY 11224, (718) 265-1810"
-73.99673,40.57546,"DD/BR-Brooklyn,NY","3015 Mermaid Ave, Brooklyn,NY 11224, (718) 266-5021"
-73.95195,40.68979,"DD/BR-Brooklyn,NY","573 Lafayette Avenue, Brooklyn,NY 11205, (718) 230-4145"
-73.98898,40.62010,"DD-Brooklyn,NY","6309 18th Ave Unit 6315, Brooklyn,NY 11204, (718) 621-1058"
-73.98193,40.61333,"DD-Brooklyn,NY","6627 Bay Parkway, Brooklyn,NY 11204, (201) 995-0462"
-73.97655,40.62687,"DD-Brooklyn,NY","1080 McDonald Ave ShopRite, Brooklyn,NY 11230"
-73.94444,40.71491,"DD/BR-Brooklyn,NY","352 Graham Avenue, Brooklyn,NY 11211, (718) 384-7640"
-73.95116,40.72421,"DD/BR-Brooklyn,NY","643 Manhattan Ave, Brooklyn,NY 11222, (718) 472-3745"
-73.96297,40.63555,"DD-Brooklyn,NY","10 Newkirk Plaza, Brooklyn,NY 11226, (718) 421-3650"
-73.96765,40.63536,"DD/BR-Brooklyn,NY","906 Coney Island Avenue, Brooklyn,NY 11218, (718) 871-0526"
-73.96223,40.62508,"DD/BR-Brooklyn,NY","1410 Avenue J, Brooklyn,NY 11230, (718) 692-1939"
-73.95978,40.61773,"DD/BR-Brooklyn,NY","1510 Elm Ave, Brooklyn,NY 11230, (718) 627-0667"
-73.96289,40.60702,"DD-Brooklyn,NY","934 Kings Highway, Brooklyn,NY 11229, (718) 627-2450"
-73.95844,40.60854,"DD-Brooklyn,NY","1422 Kings Hwy, Brooklyn,NY 11229, (718) 998-2632"
-73.95457,40.61044,"DD/BR-Brooklyn,NY","1903 Kings Hwy, Brooklyn,NY 11229, (718) 998-0991"
-73.95728,40.60847,"DD-Brooklyn,NY","1691 E 16th Street, Brooklyn,NY 11229, (718) 375-0887"
-73.95307,40.59932,"DD/BR-Brooklyn,NY","1815 Avenue U, Brooklyn,NY 11229, (718) 336-7414"
-73.93927,40.74982,"DD-Long Island City,NY","2700 Queens Plaza S 2712, Long Island City,NY 11101, (718) 937-6505"
-73.95398,40.73001,"DD/BR-Brooklyn,NY","892 Manhattan Ave, Brooklyn,NY 11222, (718) 349-2930"
-73.93110,40.58538,"DD-Brooklyn,NY","2801 Knapp St, Brooklyn,NY 11235, (718) 615-3184"
-73.94034,40.59363,"DD/BR-Brooklyn,NY","3701 Nostrand Ave, Brooklyn,NY 11235, (718) 743-6555"
-73.91211,40.67252,"DD/BR-Brooklyn,NY","1710 Eastern Pkwy, Brooklyn,NY 11223, (718) 566-6280"
-73.91647,40.67672,"DD/BR-Brooklyn,NY","1993 Atlantic Avenue, Brooklyn,NY 11233, (718) 342-5138"
-73.97655,40.59661,"DD-Brooklyn,NY","203 Avenue U, Brooklyn,NY 11223, (718) 265-3015"
-73.91612,40.68613,"DD-Brooklyn,NY","1556 Broadway, Brooklyn,NY 11221, (718) 574-4539"
-73.97637,40.60481,"DD/BR-Brooklyn,NY","373 Kings Hwy, Brooklyn,NY 11223, (718) 627-4936"
-73.97243,40.60888,"DD-Brooklyn,NY","407 Avenue P, Brooklyn,NY 11223, (718) 513-1668"
-73.91726,40.69892,"DD/BR-Brooklyn,NY","1443 Myrtle Avenue, Brooklyn,NY 11237, (718) 418-0733"
-73.91867,40.70396,"DD/BR-Brooklyn,NY","137 Wyckoff Avenue, Brooklyn,NY 11237, (718) 418-2483"
-73.90583,40.70030,"DD/BR-Flushing,NY","5615 Myrtle Ave, Flushing,NY 11385, (718) 497-3581"
-73.96115,40.59792,"DD-Brooklyn,NY","2419 Coney Island Avenue, Brooklyn,NY 11223, (718) 376-3590"
-73.95486,40.58770,"DD/BR-Brooklyn,NY","1427 Sheepshead Bay Rd, Brooklyn,NY 11235, (718) 332-9414"
-73.92586,40.61249,"DD/BR-Brooklyn,NY","2344 Flatbush Ave, Brooklyn,NY 11234, (718) 338-0530"
-73.92816,40.62567,"DD-Brooklyn,NY","4926 Avenue K, Brooklyn,NY 11234, (718) 968-1173"
-73.91861,40.63025,"DD-Brooklyn,NY","1930 Ralph Ave, Brooklyn,NY 11234"
-73.93713,40.62287,"DD/BR-Brooklyn,NY","1922 Flatbush Avenue  # L, Brooklyn,NY 11210, (718) 758-0002"
-73.94746,40.62900,"DD/BR-Brooklyn,NY","2926 Avenue I, Brooklyn,NY 11210, (718) 252-5349"
-73.94719,40.63237,"DD-Brooklyn,NY","1575  Flatbush Ave, Brooklyn,NY 11210, (718) 434-3844"
-73.94259,40.65572,"DD/BR-Brooklyn,NY","506 Clarkson Ave, Brooklyn,NY 11203, (718) 953-7823"
-73.93124,40.65842,"DD/BR-Brooklyn,NY","610 Utica Ave, Brooklyn,NY 11203, (718) 735-1918"
-73.94955,40.65047,"DD/BR-Brooklyn,NY","1467 Nostrand Avenue, Brooklyn,NY 11226, (212) 713-2738"
-73.91950,40.63897,"DD/BR-Brooklyn,NY","1556 Ralph Ave, Brooklyn,NY 11236, (718) 574-4539"
-73.92266,40.64476,"DD-Brooklyn,NY","5708 Clarendon Rd, Brooklyn,NY 11203, (718) 451-1104"
-73.92178,40.65250,"DD/BR-Brooklyn,NY","5901 Church Avenue, Brooklyn,NY 11203, (718) 342-0050"
-73.92049,40.66145,"DD/BR-Brooklyn,NY","241A Rockaway Parkway, Brooklyn,NY 11212, (718) 240-9011"
-73.90702,40.65488,"DD-Brooklyn,NY","1427 Linden Boulevard, Brooklyn,NY 11212, (718) 385-6338"
-73.91081,40.61742,"DD-Brooklyn,NY","6620 Avenue U, Brooklyn,NY 11234, (718) 241-4064"
-73.89073,40.65870,"DD-Brooklyn,NY","1939 Linden Boulevard, Brooklyn,NY 11207, (718) 385-6338"
-73.90330,40.68090,"DD-Brooklyn,NY","1610 Bushwick Ave, Brooklyn,NY 11207, (718) 574-6044"
-73.89828,40.67775,"DD/BR-Brooklyn,NY","43 Jamaica Avenue, Brooklyn,NY 11207, (718) 322-2127"
-73.87312,40.68336,"DD/BR-Brooklyn,NY","3319 Fulton Street, Brooklyn,NY 11208, (718) 235-1511"
-73.88042,40.67930,"DD/BR-Brooklyn,NY","245 Highland Place, Brooklyn,NY 11208, (718) 277-1995"
-73.85310,40.69346,"DD/BR-Woodhaven,NY","9217 Jamaica Ave, Woodhaven,NY 11421, (718) 850-2717"
-73.85967,40.69256,"DD/BR-Woodhaven,NY","8413 Jamaica Ave, Woodhaven,NY 11421, (718) 847-9129"
-73.84274,40.68982,"DD-Ozone Park,NY","10202 Atlantic Avenue, Ozone Park,NY 11416, (718) 850-9383"
-73.92975,40.75646,"DD/BR-Long Island City,NY","3102 36th Ave, Long Island City,NY 11106, (718) 278-4860"
-73.92505,40.75582,"DD-Long Island City,NY","3530 36th St Ste A, Long Island City,NY 11106, (718) 786-6825"
-73.92136,40.75296,"DD/BR-Long Island City,NY","4202 Northern Blvd, Long Island City,NY 11101, (718) 609-0723"
-73.91479,40.75302,"DD/BR-Long Island City,NY","3500 48th Street, Long Island City,NY 11101, (718) 784-3638"
-73.92307,40.74339,"DD/BR-Sunnyside,NY","4128 Queens Blvd, Sunnyside,NY 11104, (718) 361-6825"
-73.91938,40.74352,"DD/BR-Sunnyside,NY","4513 Queens Blvd, Sunnyside,NY 11104, (718) 706-9281"
-73.93292,40.76416,"DD/BR-Long Island City,NY","3326 21st St, Long Island City,NY 11106, (718) 728-3250"
-73.91107,40.63692,"DD/BR-Brooklyn,NY","8301  Flatlands Ave, Brooklyn,NY 11236, (718) 531-4469"
-73.90350,40.64644,"DD/BR-Brooklyn,NY","1375 Rockaway Pkwy, Brooklyn,NY 11236, (718) 257-6490"
-73.89100,40.64998,"DD-Brooklyn,NY","11010 Flatlands Ave, Brooklyn,NY 11207, (718) 257-3300"
-73.88197,40.64794,"DD-Brooklyn,NY","1358 Pennsylvania Avenue, Brooklyn,NY 11239, (718) 484-4492"
-73.88802,40.63201,"DD-Brooklyn,NY","2092 Rockaway Pkwy, Brooklyn,NY 11236, (718) 251-1052"
-73.92821,40.76314,"DD/BR-Astoria,NY","2514 Broadway, Astoria,NY 11106"
-73.92287,40.76086,"DD/BR-Long Island City,NY","3401 Broadway, Long Island City,NY 11106, (718) 278-4860"
-73.92110,40.76693,"DD/BR-Astoria,NY","3117 30th Ave, Astoria,NY 11102, (718) 956-3582"
-73.83613,40.70757,"DD/BR-Richmond Hill,NY","11602 Metropolitan Avenue, Richmond Hill,NY 11418, (718) 776-8609"
-73.83080,40.70821,"DD-Kew Gardens,NY","8155 Lefferts Boulevard, Kew Gardens,NY 11415, (718) 846-0089"
-73.82965,40.71366,"DD-Kew Gardens,NY","12074 Queens Boulevard, Kew Gardens,NY 11415, (718) 544-4040"
-73.92004,40.75792,"DD-Astoria,NY","3248 Steinway St, Astoria,NY 11103, (718) 777-6655"
-73.91572,40.76275,"DD-Long Island City,NY","3043 Steinway St, Long Island City,NY 11103, (718) 721-7888"
-73.81466,40.69691,"DD-Jamaica,NY","13430 Atlantic Ave, Jamaica,NY 11419"
-73.82675,40.68585,"DD/BR-South Richmond Hill,NY","11611 Liberty Avenue, South Richmond Hill,NY 11419, (718) 845-9561"
-73.80522,40.67468,"DD/BR-South Ozone Park,NY","13320 Rockaway Boulevard, South Ozone Park,NY 11420, (718) 845-9875"
-73.80123,40.67436,"DD/BR-Jamaica,NY","9405 Rockaway Blvd, Jamaica,NY 11417, (718) 843-0400"
-73.79353,40.68561,"DD/BR-Jamaica,NY","11420 Sutphin Blvd, Jamaica,NY 11434, (718) 925-8791"
-73.93448,40.73930,"DD-Long Island City,NY","4925 Van Dam St, Long Island City,NY 11101, (718) 706-6025"
-73.80253,40.70761,"DD-Jamaica,NY","8777 Parson Blvd, Jamaica,NY 11432, (718) 526-4820"
-73.80759,40.71483,"DD/BR-Jamaica,NY","8347 Parsons Boulevard, Jamaica,NY 11432, (718) 526-9690"
-73.81085,40.70315,"DD/BR-Jamaica,NY","13850 Jamaica Avenue, Jamaica,NY 11435, (718) 291-3107"
-73.81569,40.70426,"DD-Jamaica,NY","13819 Hillside Ave, Jamaica,NY 11435, (718) 526-1500"
-73.81786,40.70236,"DD-Richmond Hill,NY","13504 Jamaica Ave, Richmond,NY 11428"
-73.84293,40.67441,"DD-Ozone Park,NY","13415 Cross Bay Blvd, Ozone Park,NY 11417"
-73.76807,40.69230,"DD-Jamaica,NY","15902 Jamaica Avenue, Jamaica,NY 11425, (718) 206-3593"
-73.85411,40.74204,"DD/BR-Corona,NY","5401 108th St, Corona,NY 11368, (718) 271-8061"
-73.85890,40.76139,"DD-East Elmhurst,NY","10801 Grand Central Pkwy, East Elmhurst,NY 11369"
-73.83123,40.75934,"DD-Flushing,NY","13541 Roosevelt Ave, Flushing,NY 11354, (718) 460 2096"
-73.83556,40.76279,"DD/BR-Flushing,NY","1503 College Point Blvd, Flushing,NY 11356, (718) 530-0019"
-73.83785,40.75733,"DD-Flushing,NY","8922 Roosevelt Ave, Flushing,NY 11372, (718) 899-8484"
-73.85619,40.74900,"DD/BR-Forest Hills,NY","9925 Horace Harding Expy, Flushing,NY 11368, (718) 271-9222"
-73.83366,40.75628,"DD-Flushing,NY","4102 College Point Boulevard, Flushing,NY 11355, (718) 939-6341"
-73.83305,40.71532,"DD/BR-Forest Hills,NY","11716 Queens Blvd, Forest Hills,NY 11375, (718) 268-5380"
-73.85510,40.72089,"DD-Forest Hills,NY","7167 Yellowstone Bd, Forest Hills,NY 11375, (718) 263-5606"
-73.85338,40.72720,"DD-Forest Hills,NY","10005 Queens Blvd, Forest Hills,NY 11375, (718) 793-3690"
-73.84393,40.72197,"DD/BR-Forest Hills,NY","6366 108th St, Forest Hills,NY 11375, (718) 275-4575"
-73.86375,40.74974,"DD-Corona,NY","10227 Roosevelt Avenue, Corona,NY 11368, (718) 424-2592"
